键值(key),翻译(msgstr)
IDS_SERVER_RESTART_TIME_BATTLE,服务器将开放于%(timeRestart)s。
IDS_SERVER_RESTART_TIME_DOCK,服务器将于%(timeRestart)s后开放
IDS_SERVER_SWITCH,转移到其它服务器
IDS_SERVER_WILL_RESTART_BATTLE,注意！服务器即将在%(timeLeft)s开始维护。您会在当前战斗结束时退回至登录界面。
IDS_SERVER_WILL_RESTART_BATTLE_SOFT,注意！服务器即将在%(timeLeft)s开始维护。您会在当前战斗结束时导往至其他服务器。
IDS_SERVER_WILL_RESTART_DOCK,"注意！服务器即将在%(timeLeft)s后开始维护，
您会在当前战斗结束时退回至登录界面。"
IDS_SERVER_WILL_RESTART_DOCK_SOFT,"注意！服务器将在
<h3>%(timeLeft)s</h3>内重新启动。
您将会被导往不同的服务器。"
IDS_SERVICE_AND_AMMUNITION_RECHARGE_COLON,弹药补给和战后维护：
IDS_SERVICE_C,维护
IDS_SERVICE_COST,维护费用：
IDS_SERVICE_IS_LIMITED,服务暂时无法使用。货币操作有次数限制。
IDS_SERVICE_IS_NOT_AVAILABLE,服务暂时无法使用
IDS_SERVICE_IS_NOT_AVAILABLE_TRY_LATER,服务暂时无法使用。请稍后再试。
IDS_SERVICE_IS_UNAVAILABLE_CHAT,聊天服务器无法使用
IDS_SERVICE_IS_UNAVAILABLE_CLUB,团队服务无法使用
IDS_SERVICE_IS_UNAVAILABLE_WEB,网站服务器无法使用
IDS_SERVICE_NOT_COMPLETED,无法进行维护
IDS_SERVICE_SHIP_TO_MANAGE_SHIP,这艘战舰在变更装备前需要维护。
IDS_SERVICE_SHIP_TO_OPERATE_AUTOPURCHASE,您需要先维护这艘战舰才能管理自动购买。
IDS_SERVICE_SHIP_TO_OPERATE_BATTLE_CARDS,获取银币以完成战舰维护，继而更改已选择的保密文件。
IDS_SERVICE_SHIP_TO_OPERATE_ECONOMIC_BOOSTS,您需要先维护这艘战舰才能变更经济加成。
IDS_SERVICE_SHIP_TO_OPERATE_EXTERIORS,这艘战舰在变更外观前需要维护。
IDS_SERVICE_SHIP_TO_OPERATE_SIGNALS,这艘战舰在变更信号旗前需要维护。
IDS_SET_NOT_READY_TO_BATTLE_IN_FORMATION,"设置状态为 ""未准备"""
IDS_SET_PRIORITY_SECTOR,激活“对空防御优先”
IDS_SET_PRIORITY_SECTOR_PREF_TOOLTIP_DESCRIPTION,激活增强的对空防御。
IDS_SET_READY_TO_BATTLE_IN_FORMATION,"设置状态为 ""已准备"""
IDS_SET_UNREADY_DIVISION_FIRST_TO_BUY_MODERNIZATION,"已选择""准备好小队作战""状态。点击""未准备""来更换升级品。"
IDS_SET_UNREADY_DIVISION_FIRST_TO_CHANGE_BATTLE_TYPE,"已选择""准备好小队作战""状态。点击""未准备""来更改战斗模式。"
IDS_SET_UNREADY_DIVISION_FIRST_TO_CHANGE_CONSUMABLES,"已选择""准备好小队作战""状态。点击""未准备""来更换消耗品。"
IDS_SET_UNREADY_DIVISION_FIRST_TO_FREE_CREW_SKILLPOINTS,"已选择""准备好小队作战""状态。点击""未准备""来重新分配技能。"
IDS_SET_UNREADY_DIVISION_FIRST_TO_MANAGE_SHIP,"已选择""准备好小队作战""状态。点击""未准备""来更换装备。"
IDS_SET_UNREADY_DIVISION_FIRST_TO_OPERATE_AUTOPURCHASE,"已选择""准备好小队作战""状态。点击""未准备""来管理自动购买。"
IDS_SET_UNREADY_DIVISION_FIRST_TO_OPERATE_BATTLE_CARDS,已选择“准备好小队作战”状态。点击“未准备”来更改已选择的保密文件。
IDS_SET_UNREADY_DIVISION_FIRST_TO_OPERATE_ECONOMIC_BOOSTS,"已选择""准备好小队作战""状态。点击""未准备""来变更经济加成。"
IDS_SET_UNREADY_DIVISION_FIRST_TO_OPERATE_EXTERIORS,"已选择""准备好小队作战""状态。点击""未准备""来更改战舰外观。"
IDS_SET_UNREADY_DIVISION_FIRST_TO_OPERATE_SIGNALS,"已选择""准备好小队作战""状态。点击""未准备""来变更信号旗。"
IDS_SEVENTH_AMERICAN_ARCSUBCOLLECTION_NAME,战斗评级
IDS_SEVENTH_PCZA027_TFTM_108_NAME,游戏中的变形金刚
IDS_SEVENTH_SOVIETBBARC_NAME,苏联海军荣誉
IDS_SGBARBETTESS,副炮塔炮垛装甲
IDS_SGDOWNSS,副炮塔炮垛装甲
IDS_SHADER_MODEL_2,着色器版本 2.0
IDS_SHADER_MODEL_3,着色器版本 3.0
IDS_SHADER_VERSION_CAP,着色器版本
IDS_SHADOWS_QUALITY,阴影渲染质量
IDS_SHADOWS_QUALITY_DESCRIPTION,阴影渲染的细节。
IDS_SHARE,保存截图
IDS_SHARE_CLANTAG,显示您的军团标签
IDS_SHARE_DESCRIPTION,图片将保存在“截图”游戏文件夹中。
IDS_SHARE_ENDS_IN,距离特惠结束还剩
IDS_SHARE_FROM_CLAN_BUILDINGS,军团折扣
IDS_SHARE_FROM_CLAN_BUILDINGS_TIMING,永久
IDS_SHARE_HEADER,截图设置
IDS_SHARE_IS_EXPIRING_WARNING,特惠将在几分钟后下架
IDS_SHARE_NICKNAME,显示用户名
IDS_SHENG_GE,Sheng Ge
IDS_SHIGEKAZU_SHIMAZAKI,Shigekazu Shimazaki
IDS_SHIP,战舰
IDS_SHIPCLASSES,战舰类别
IDS_SHIPCLASSES_CONVERT_EXP,可从战舰转移：
IDS_SHIPDEAD,战舰沉没
IDS_SHIPS,战舰
IDS_SHIPS_BRANCHES_FEATURES_HINT,与对应等级同类型战舰的比较差异。
IDS_SHIPS_BRANCHES_FEATURES_TOOLTIP_MOUSE_INSTRUCTION,显示详情
IDS_SHIPS_BRANCHES_FEATURES_TOOLTIP_TITLE,战舰特性
IDS_SHIPS_COMPARISON,战舰对比
IDS_SHIPS_DAMAGED,伤害的战舰
IDS_SHIPS_DAMAGED_HINT,您在此战斗中伤害的敌方战舰数
IDS_SHIPS_IN_SERIES,系列战舰
IDS_SHIPS_LEFT,剩余战舰
IDS_SHIPS_RESTRICTIONS_REMAIN,
IDS_SHIPS_SPOTTED,侦察战舰数
IDS_SHIPS_SPOTTED_AVERAGE,侦察战舰数
IDS_SHIPS_SPOTTED_AVERAGE_TOOLTIP,平均侦察到的战舰数
IDS_SHIPS_SPOTTED_MAX,侦察战舰数
IDS_SHIPS_SPOTTED_MAX_TOOLTIP,最多侦察到的战舰数
IDS_SHIPS_SPOTTED_TOOLTIP,总共侦察到的战舰数
IDS_SHIPYARD_BUILD_DAYS_LEFT,作战任务结束于：%(_timeLeft)s
IDS_SHIPYARD_LEVEL_BANNER,造船第%(_level)s阶段
IDS_SHIPYARD_PREPARE_LEVEL_BANNER,准备
IDS_SHIP_ACES_COMMON_TITLE,个人挑战
IDS_SHIP_ACES_DETAILED_INFO_BACK_BUTTON,返回个人挑战
IDS_SHIP_ACES_DETAILED_INFO_MOUSE_INSTRUCTION,前往历史战绩
IDS_SHIP_ACES_FINAL_STAT_TYPE_BATTLE_SUMMARY,最佳战绩
IDS_SHIP_ACES_FINAL_STAT_TYPE_BATTLE_SUMMARY_TOOLTIP,个人挑战中的最高战绩
IDS_SHIP_ACES_FINAL_STAT_TYPE_COAL,获得的煤炭
IDS_SHIP_ACES_FINAL_STAT_TYPE_COAL_TOOLTIP,在个人挑战中获得的煤炭总数
IDS_SHIP_ACES_FINAL_STAT_TYPE_EVENTUM,获得的代币
IDS_SHIP_ACES_FINAL_STAT_TYPE_EVENTUM_TOOLTIP,在个人挑战中获得的代币总数
IDS_SHIP_ACES_INTRO_CHOICE_OK,前往挑战
IDS_SHIP_ACES_INTRO_SUBHEADER,"使用各类型和国家的战舰完成挑战以获得代币和其他奖励。您每完成一个挑战，下一个挑战就会变得更困难。
挑战自己的极限！"
IDS_SHIP_ACES_METRICS_BEST_RESULT,最佳战绩
IDS_SHIP_ACES_METRICS_COAL,获得的煤炭
IDS_SHIP_ACES_METRICS_EVENTUM,获得的代币
IDS_SHIP_ACES_METRICS_TASKS_TOTAL,完成的挑战
IDS_SHIP_ACES_RESULTS_HEADER_CELL_BATTLE_PROGRESS,基础经验
IDS_SHIP_ACES_RESULTS_HEADER_CELL_BATTLE_SHIP,战舰
IDS_SHIP_ACES_RESULTS_HEADER_CELL_DIFFICULTY,难度等级
IDS_SHIP_ACES_RESULTS_HEADER_CELL_THRESHOLD,进度条
IDS_SHIP_ACES_RESULTS_TITLE,个人挑战汇总
IDS_SHIP_ACES_RULE,您每完成一个挑战，下一个挑战就会变得更困难。
IDS_SHIP_ACES_RULES_DAMAGE,尽可能多地造成伤害。
IDS_SHIP_ACES_RULES_DAMAGE_FIRE_FLOOD,通过起火与进水尽可能多地造成伤害。
IDS_SHIP_ACES_RULES_DAMAGE_MAIN,用主炮尽可能多地造成伤害。
IDS_SHIP_ACES_RULES_GAIN_CREDITS,尽可能多地获得银币。
IDS_SHIP_ACES_RULES_GAIN_EXP,尽可能多地获得基础经验。
IDS_SHIP_ACES_RULES_HIT,尽可能多地击中敌方战舰。
IDS_SHIP_ACES_RULES_POTENTIAL_DAMAGE,尽可能多地承受潜在伤害。
IDS_SHIP_ACES_RULES_RIBBONS,尽可能多地获得勋带。
IDS_SHIP_ACES_SPRINT_TOOLTIP_STATUS_SPRINT_MISSED,本阶段未做出战斗贡献。
IDS_SHIP_ACES_SPRINT_TOOLTIP_TITLE_RESULTS,您的表现
IDS_SHIP_ACES_STAT_BEST_STAGE,最高难度
IDS_SHIP_ACES_STAT_EVENTUM_TOOLTIP,完成挑战可以获得的代币数量
IDS_SHIP_ACES_STAT_PERIOD,距离过期还剩：
IDS_SHIP_ACES_TASK_BEST_RESULT_CURRENT_STAGE,最佳进度条
IDS_SHIP_ACES_TASK_BEST_RESULT_EVENTUM,获得的代币
IDS_SHIP_ACES_TASK_BEST_RESULT_NEXT_STAGE,下一个进度条
IDS_SHIP_ACES_TASK_CELL_TOOLTIP_SHIP_TYPE,您已在港口中选择此类型战舰。现在您可以驾驶所选战舰接受这个挑战。
IDS_SHIP_ACES_TASK_STAGES_HISTORY,历史战绩
IDS_SHIP_ACES_TASK_TOOLTIP_HEADER,个人挑战。难度等级：%(stageCount)s
IDS_SHIP_ACHIEVEMENTS_STATUS_SERVICE_NOT_AVAILABLE,数据尚不可用。请稍后重新查看。
IDS_SHIP_ARMOUR_IN_RANGE,装甲厚度范围
IDS_SHIP_ARMOUR_THICKNESS,装甲厚度<h3>%(thickness)s</h3>
IDS_SHIP_ARMOUR_THICKNESS_PARAM,装甲厚度
IDS_SHIP_ARMOUR_WHOLE_RANGE,总装甲厚度范围
IDS_SHIP_BRANCH_FEATURES_TOOLTIP_TITLE,战舰特性
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_CLAN_AIRCARRIER,航空母舰不可加入军团小队。
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_CLAN_AUXILIARY,运输舰不可加入军团小队。
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_CLAN_BATTLESHIP,战列舰不可加入军团小队。
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_CLAN_CRUISER,巡洋舰不可加入军团小队。
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_CLAN_DESTROYER,驱逐舰不可加入军团小队。
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_CLAN_SUBMARINE,潜艇不可加入军团小队。
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_EVENT_AIRCARRIER,所选战斗模式不允许使用航空母舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_EVENT_AUXILIARY,所选战斗模式不允许使用运输舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_EVENT_BATTLESHIP,所选战斗模式不允许使用战列舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_EVENT_CRUISER,所选战斗模式不允许使用巡洋舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_EVENT_DESTROYER,所选战斗模式不允许使用驱逐舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_EVENT_SUBMARINE,所选战斗模式不允许使用潜艇
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_OPERATION_AIRCARRIER,航空母舰不可参加此行动
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_OPERATION_AUXILIARY,运输舰不可参加此行动
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_OPERATION_BATTLESHIP,战列舰不可参加此行动
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_OPERATION_CRUISER,巡洋舰不可参加此行动
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_OPERATION_DESTROYER,驱逐舰不可参加此行动
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_OPERATION_SUBMARINE,潜艇不可参加此行动
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_TRAINING_AIRCARRIER,此训练房间不允许使用航母
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_TRAINING_AUXILIARY,此训练房间不允许使用运输舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_TRAINING_BATTLESHIP,此训练房间不允许使用战列舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_TRAINING_CRUISER,此训练房间不允许使用巡洋舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_TRAINING_DESTROYER,此训练房间不允许使用驱逐舰
IDS_SHIP_CLASS_IS_NOT_ALLOWED_FOR_TRAINING_SUBMARINE,此训练房间不允许使用潜艇
IDS_SHIP_COMPARISON_HINT,将光标放在其它玩家的战舰上来进行比较。
IDS_SHIP_CONSUMABLE_CAPACITY_COEFF_CHANGED,消耗品总使用时间已延长
IDS_SHIP_CREW_HINT,战舰指挥官
IDS_SHIP_DESTRUCTION_ARE_NOT_AVAILABLE,无敌舰受毁效果
IDS_SHIP_DESTRUCTION_DESCR_HIDDEN_BY_PECULARITY_STANDARD,标准敌舰受毁效果显示已关闭
IDS_SHIP_DESTRUCTION_DESCR_HIDDEN_BY_PECULARITY_THEMATIC,主题敌舰受毁效果显示已关闭
IDS_SHIP_DESTRUCTION_GROUP_ABSTRACT_PATTERN,抽象
IDS_SHIP_DESTRUCTION_GROUP_AWARD,奖励
IDS_SHIP_DESTRUCTION_GROUP_COLLABORATIVE,联动
IDS_SHIP_DESTRUCTION_GROUP_COMMON,标准
IDS_SHIP_DESTRUCTION_GROUP_PAINTWORK,主题
IDS_SHIP_DESTRUCTION_GROUP_SINGLE_COLOR,单色
IDS_SHIP_DESTRUCTION_GROUP_UNIQUE,特殊
IDS_SHIP_DESTRUCTION_LIST,敌舰受毁效果
IDS_SHIP_DESTRUCTION_NOT_LINKED,尚未绑定。一旦与战舰绑定，此敌舰受毁效果只供绑定的战舰使用。
IDS_SHIP_DUR_SPECIAL_REPAIR,快速伤害控制小队消耗品替代了伤害控制小组
IDS_SHIP_DUR_TURRET_WEAKARMOR_BAD,炮塔装甲较弱
IDS_SHIP_ELITE,精英战舰
IDS_SHIP_ELITE_RESTRICTION,用精英战舰完成目标
IDS_SHIP_EXCLUDED_IN_DIVISION,小队中不能包含被禁止的战舰。
IDS_SHIP_EXP,每场战斗经验
IDS_SHIP_EXPERIENCE,战舰经验
IDS_SHIP_EXPERIENCE_COLON,战舰经验：
IDS_SHIP_EXPERIENCE_MOVED_TO_COLON,经验已转移到战舰：
IDS_SHIP_EXP_DEFICIT,研发新战舰经验不足。
IDS_SHIP_EXP_DESCRIPTION,"研发新战舰和配件
所需的经验。"
IDS_SHIP_EXP_FULL,您现在可以研发新战舰了。
IDS_SHIP_EXT_ARMOUR,外部装甲
IDS_SHIP_FASTLONGTORP_GOOD,鱼雷航速较高且射程较长
IDS_SHIP_FEATURES_ACHIEVEMENTS_DISABLED,无法获得任何成就
IDS_SHIP_FEATURES_ACHIEVEMENTS_DISABLED_DESCRIPTION,此战舰无法获得成就。
IDS_SHIP_FEATURES_BATTLE_RESTRICTIONS,您可以选择此战舰参与以下战斗模式：
IDS_SHIP_FEATURES_CLAN_SHIP,参与军团战
IDS_SHIP_FEATURES_EARLY_ACCESS_SHIP,抢先体验
IDS_SHIP_FEATURES_EARLY_ACCESS_SHIP_DESCRIPTION,"您可以在其他玩家能研发和购买此战舰之前入手它。

如果您重新指派指挥官到此战舰，他们将在抢先体验结束后被送回预备队。"
IDS_SHIP_FEATURES_EVENT_SHIP,参与活动
IDS_SHIP_FEATURES_EVENT_SHIP_DESCRIPTION,您可以选择此战舰参与临时战斗模式。
IDS_SHIP_FEATURES_EXP_COLLECTING,此战舰获得的经验将转移到以下战舰：
IDS_SHIP_FEATURES_FREE_ECO_BUST,永久加成
IDS_SHIP_FEATURES_FREE_ECO_BUST_DESCRIPTION,免费加成包已与此战舰绑定。
IDS_SHIP_FEATURES_FREE_PERMOFLAGE,永久涂装
IDS_SHIP_FEATURES_FREE_PERMOFLAGE_DESCRIPTION,免费永久涂装已与此战舰绑定。
IDS_SHIP_FEATURES_LOWER_MAINTENANCE_COST,减免维护
IDS_SHIP_FEATURES_LOWER_MAINTENANCE_COST_DESCRIPTION,此战舰的战后维护费用较低。
IDS_SHIP_FEATURES_MORE_CREDIT,更多银币
IDS_SHIP_FEATURES_MORE_CREDIT_DESCRIPTION,您使用此战舰可以获取更多银币。
IDS_SHIP_FEATURES_NO_CREW_RETRAINING,指派指挥官至此战舰时无需重新训练
IDS_SHIP_FEATURES_NO_CREW_RETRAINING_DESCRIPTION,您可以为此战舰指派另一名指挥官，而无需进行重新训练。
IDS_SHIP_FEATURES_RENT_SHIP,租用
IDS_SHIP_FEATURES_RENT_SHIP_DESCRIPTION,此战舰将在租用期结束后从账号中移除。
IDS_SHIP_FEATURES_SHOW_SHIP,仅供查看
IDS_SHIP_FEATURES_SHOW_SHIP_DESCRIPTION,此战舰仅在港口中开放。您无法使用此战舰参与战斗。
IDS_SHIP_FEATURES_STATISTICS_DISABLED,此战舰不计入统计数据
IDS_SHIP_FEATURES_STATISTICS_DISABLED_DESCRIPTION,使用此战舰进行战斗的数据不会显示在“汇总”分页。
IDS_SHIP_FEATURES_STATISTICS_ENABLED,计入战舰的统计数据
IDS_SHIP_FEATURES_STATISTICS_ENABLED_DESCRIPTION,在所有开放的战斗模式中，战舰统计数据会在每场战斗后显示在“汇总”分页中。
IDS_SHIP_FEATURES_SUBHEADER_ADVANTAGE,好处
IDS_SHIP_FEATURES_SUBHEADER_DISADVANTAGE,限制
IDS_SHIP_FEATURES_SUBHEADER_SPECIAL,特点
IDS_SHIP_FEATURES_TEST_SHIP,测试战舰
IDS_SHIP_FEATURES_UNBUYABLE_MODULES,额外配件
IDS_SHIP_FEATURES_UNBUYABLE_MODULES_DESCRIPTION,此战舰的配件可通过完成作战任务获取。
IDS_SHIP_FEAT_AA_GOOD_RANGE,对空防御范围较大
IDS_SHIP_FEAT_AA_IMPROVED_BARRAGE_DESC,持续伤害较高、消耗品作用时间较短。
IDS_SHIP_FEAT_AA_IMPROVED_BARRAGE_GOOD,增强的防御型对空火力消耗品
IDS_SHIP_FEAT_AA_IMPROVED_BARRAGE_ST_LENGTH_DESC,持续伤害较高。
IDS_SHIP_FEAT_ACOUSTIC_TORP_DAMAGE_BAD,声呐导向鱼雷伤害较低
IDS_SHIP_FEAT_ACOUSTIC_TORP_DAMAGE_GOOD,声呐导向鱼雷伤害较高
IDS_SHIP_FEAT_ACOUSTIC_TORP_RANGE_BAD,声呐导向鱼雷射程较短
IDS_SHIP_FEAT_ALT_TORP_EFF_GOOD,替代鱼雷效率较高
IDS_SHIP_FEAT_ALT_TORP_FAST_GOOD,替代鱼雷航速较高
IDS_SHIP_FEAT_ALT_TORP_SHORT_RANGE_BAD,替代鱼雷射程较短
IDS_SHIP_FEAT_ALT_TORP_SINGLE_HIGH_DAMAGE_GOOD,单枚替代鱼雷伤害较高
IDS_SHIP_FEAT_ALT_TORP_SLOW_BAD,替代鱼雷航速较低
IDS_SHIP_FEAT_ASW_FORWARD_DEPTH_CHARGES,深水炸弹投掷在战舰前方
IDS_SHIP_FEAT_ATBA_AP_AMMO,副炮配备穿甲弹
IDS_SHIP_FEAT_ATBA_CS_AMMO,副炮配备半穿甲弹
IDS_SHIP_FEAT_BAD_TORP_SKIP_PLANES_LOW_HP,弹跳轰炸机和鱼雷轰炸机的生命值较低
IDS_SHIP_FEAT_BMB_BAD_PENETRATION,炸弹穿甲能力较低
IDS_SHIP_FEAT_BMB_CIRCLE_AIM,轰炸弹着区域呈圆形
IDS_SHIP_FEAT_BMB_CIRCLE_AIM_DESC,能够从任何角度进行有效攻击。对较小目标造成最大伤害的几率较低。
IDS_SHIP_FEAT_BMB_LOW_DAMAGE_PER_BOMB_BAD,炸弹伤害较低
IDS_SHIP_FEAT_BMB_NARROW_LONG_AIM,准星狭长
IDS_SHIP_FEAT_BMB_NARROW_LONG_AIM_DESC,有助于您进行精准攻击，但是机动性高的目标可回避攻击。
IDS_SHIP_FEAT_BOMBER_PLANES_SLOW_REGEN_BAD,轰炸机整备时间较长
IDS_SHIP_FEAT_BOMB_AP_OVERMATCH_32_GOOD,大口径可以防止穿甲炸弹在击中厚度为32毫米及以下的装甲时跳弹
IDS_SHIP_FEAT_CARPET_BOMBING_DESC,每架轰炸机会水平投掷数枚炸弹。弹着区域较大；对较小目标造成最大伤害的几率较低。
IDS_SHIP_FEAT_CONSUMABLE_LEGTH_GOOD_DESC,消耗品作用时间较长。
IDS_SHIP_FEAT_CONSUMABLE_RELOAD_GOOD_DESC,消耗品冷却时间较短。
IDS_SHIP_FEAT_DECK_PLANES_FEW_BAD,甲板上的飞机数量较少
IDS_SHIP_FEAT_DUR_HEAL_OR_SMOKE_GOOD,可使用维修小组替代发烟器消耗品
IDS_SHIP_FEAT_DUR_REPAIR_DIVISION,重型维修小队替代了维修小组消耗品
IDS_SHIP_FEAT_EHAL_MANY_CHARGES_FAST_RELOAD_GOOD_DESC,消耗品装载数较多。消耗品冷却时间较短。
IDS_SHIP_FEAT_GOOD_MAIN_FAST_AP,从远距离精准发射穿甲弹的难度较低
IDS_SHIP_FEAT_GOOD_RADAR_OR_SMOKE,可选择消耗品：监视雷达或发烟器
IDS_SHIP_FEAT_HIGH_APSALVO_GOOD,穿甲弹齐射伤害较高
IDS_SHIP_FEAT_HIGH_HESALVO_GOOD,高爆弹齐射伤害较高
IDS_SHIP_FEAT_LOW_APSALVO_BAD,穿甲弹齐射伤害较低
IDS_SHIP_FEAT_LOW_HESALVO_BAD,高爆弹齐射伤害较低
IDS_SHIP_FEAT_LOW_STRIKE_CRAFT_COUNT_BAD,攻击序列中的飞机数量较少
IDS_SHIP_FEAT_MC_ALL_FORWARD_GOOD,所有主炮都能朝舰首方向射击
IDS_SHIP_FEAT_MC_AP_DMG_BAD,穿甲弹伤害较低
IDS_SHIP_FEAT_MC_AP_OVERMATCH_26_GOOD,大口径可以防止穿甲弹在击中厚度为26毫米及以下的装甲时跳弹
IDS_SHIP_FEAT_MC_AP_OVERMATCH_26_GOOD_DESC,大口径可以防止穿甲弹在击中厚度为26毫米及以下的装甲时跳弹。
IDS_SHIP_FEAT_MC_AP_OVERMATCH_28_GOOD_DESC,大口径可以防止穿甲弹在击中厚度为28毫米及以下的装甲时跳弹。
IDS_SHIP_FEAT_MC_AP_OVERMATCH_32_GOOD_DESC,大口径可以防止穿甲弹在击中厚度为32毫米及以下的装甲时跳弹。
IDS_SHIP_FEAT_MC_AP_OVERMATCH_35_GOOD_DESC,大口径可以防止穿甲弹在击中厚度为35毫米及以下的装甲时跳弹。
IDS_SHIP_FEAT_MC_AP_OVERMATCH_GOOD,对于同等级或较低等级战舰，穿甲弹不会在舰首和舰尾外板处跳弹
IDS_SHIP_FEAT_MC_CS_AMMO_DESC,半穿甲弹与装甲接触时爆炸，伤害战舰外部结构，但不会造成起火，并可能跳弹。与高爆弹相比，半穿甲弹的穿甲能力和最大伤害较高。
IDS_SHIP_FEAT_MC_DPM_BAD,每分钟伤害较低
IDS_SHIP_FEAT_MC_DPM_GOOD,每分钟伤害较高
IDS_SHIP_FEAT_MC_FIRING_ANGLES_BAD,主炮瞄准角度较小
IDS_SHIP_FEAT_MC_IMPROVED_FAST_RELOAD_GOOD,增强的主炮组装填助推器消耗品
IDS_SHIP_FEAT_MC_IMPROVED_SPOTTER_GOOD,增强的侦察机消耗品
IDS_SHIP_FEAT_MC_IMPROVED_SPOTTER_GOOD_DESC,主炮射程的加成较高。
IDS_SHIP_FEAT_MC_IMPROVED_UNLIMITED_FAST_RELOAD_DESC,主炮装填速度的加成更高。消耗品装载数无限。
IDS_SHIP_FEAT_MC_INFERIOR_FAST_RELOAD_GOOD,可使用装填速度加成较低的主炮组装填助推器消耗品
IDS_SHIP_FEAT_MC_ROTATION_GOOD,火炮回转速度较快
IDS_SHIP_FEAT_MC_SALVO_DMG_BAD,齐射伤害较低
IDS_SHIP_FEAT_MC_SALVO_SERIES_GOOD,可使用“连发射击”替代射击模式
IDS_SHIP_FEAT_MC_SALVO_SERIES_GOOD_DESC,主炮可短间隔地连续齐射，但之后的装填时间较长。
IDS_SHIP_FEAT_MOVE_FAST_RUDDER_GOOD,方向舵换挡时间较短
IDS_SHIP_FEAT_MOVE_SLOW_RUDDER_BAD,方向舵换挡时间较长
IDS_SHIP_FEAT_MOVE_SPEED_UNDERWATER_BAD,水下航速较低
IDS_SHIP_FEAT_MOVE_SPEED_UNDERWATER_GOOD,水下航速较高
IDS_SHIP_FEAT_MOVE_VERTICAL_SPEED_BAD,下潜和上浮较慢
IDS_SHIP_FEAT_MOVE_VERTICAL_SPEED_GOOD,下潜和上浮较快
IDS_SHIP_FEAT_ONE_TUBE_RELOAD_FAST_GOOD,鱼雷发射管装填时间较短
IDS_SHIP_FEAT_ONE_TUBE_RELOAD_SLOW_BAD,鱼雷发射管装填时间较长
IDS_SHIP_FEAT_PINGER_TWO_HIT_SECTOR_SHORT_TIME_BAD,命中被高亮2次的区域时的脉冲效果持续时间较短
IDS_SHIP_FEAT_PLANES_ATTACK_MODE_MANEUVER_BAD,攻击模式下的机动性较低
IDS_SHIP_FEAT_PLANES_FEW_ATTACK_SQUADS,中队的攻击序列较少
IDS_SHIP_FEAT_PLANES_FIGHTER_WARDS_GOOD_DESC,巡逻半径较大，作用时间较长，战斗机数量较多。
IDS_SHIP_FEAT_PLANES_LOW_MANEUVER_BAD,飞机机动性较低
IDS_SHIP_FEAT_PLANES_MANY_ATTACK_SQUADS_GOOD,中队的攻击序列较多
IDS_SHIP_FEAT_PLANES_REGEN_BAD,飞机整备时间较长
IDS_SHIP_FEAT_PLANES_REGEN_GOOD,飞机整备时间较短
IDS_SHIP_FEAT_PLANE_AIM_FAST_CONVERGE_IN_ATTACK_GOOD,攻击模式下瞄准较快
IDS_SHIP_FEAT_PLANE_AIM_LARGE_SIZE,最大瞄准时准星较大
IDS_SHIP_FEAT_PLANE_AIM_LARGE_SIZE_DESC,弹着区域较大但造成最大伤害的几率较低。
IDS_SHIP_FEAT_PLANE_AIM_SMALL_SIZE,最大瞄准时准星较小
IDS_SHIP_FEAT_PLANE_AIM_SMALL_SIZE_DESC,能够进行精准攻击，但是敌人较容易回避。
IDS_SHIP_FEAT_PLANE_AP_ROCKET_VS_DD_GOOD,穿甲火箭弹能有效对付装甲较弱的战舰
IDS_SHIP_FEAT_PLANE_EACH_MANY_ROCKETS_GOOD,每架飞机携带多枚火箭弹
IDS_SHIP_FEAT_PLANE_HIGH_DAMAGE_SINGLE_PLANE_GOOD,每架飞机的伤害较高
IDS_SHIP_FEAT_PLANE_HIGH_HP_GOOD,每架飞机生命值较高
IDS_SHIP_FEAT_PLANE_JATO_GOOD,可用喷气式助推器
